,Item_Weight,Item_Visibility,Item_MRP,Low Fat,Regular,High,Medium,Small,Tier 1,Tier 2,Tier 3,Supermarket Type1,Supermarket Type2,Outlet_Identifier,Item_Type,Outlet_Establishment_Year,Item_Outlet_Sales_Prediction
358,19.35,0.033139916,175.4738,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2887.69306105252
359,11.1,0.044786137,173.4054,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,4.0,2861.3305084349454
361,9.395,0.171042873,139.9838,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,3.0,2314.7672748300697
362,8.1,0.019764765,86.6198,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1565.6649006346397
364,9.395,0.109540783,41.9112,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,3.0,331.3277821173501
365,6.59,0.026291649,121.7098,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,1686.602163700843
366,15.6,0.173299972,113.3518,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1441.3791456507056
367,20.85,0.021325759,104.6306,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1811.231880658936
368,17.7,0.042441097,163.221,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2715.2268455698136
369,12.35,0.0,158.8946,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,2.0,2650.154212477131
375,10.3,0.027315417,98.7042,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1574.5008856543764
380,5.34,0.005973153,99.0358,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,1707.849831780919
381,12.0,0.033968012,181.0976,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,3069.168234028821
387,10.695,0.060665739,173.7712,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,2828.865660480495
388,17.0,0.052290474,122.873,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,2058.7066128176243
390,12.8,0.079076331,183.7608,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,4.0,3011.7383190809683
391,15.7,0.030599358,251.4724,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,4159.698131466117
395,16.25,0.048975573,151.0682,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,2462.074832335355
396,9.395,0.13177444,87.7198,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,1405.908112098362
399,10.1,0.05630601,117.1492,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1595.3663071396331
400,12.15,0.025864429,121.844,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,1982.0429386876476
401,10.895,0.02704266,49.4666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,4.0,920.970972580898
404,17.1,0.038737554,164.7842,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,13.0,3.0,2698.7899754524183
405,19.75,0.012445941,187.8872,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,3191.2118641448965
406,15.85,0.05740255,53.0956,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,873.3453540511177
410,16.35,0.090702992,195.111,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,4.0,3197.9928460636334
411,13.15,0.024751688,178.2686,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,2646.486908119607
413,14.85,0.018647294,187.5214,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,15.0,1.0,2817.931489476838
414,8.775,0.021603383,112.2228,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,2.0,1839.7776464825483
416,8.1,0.0,213.2902,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,14.0,1.0,3611.4677758109324
417,8.775,0.109890489,45.0428,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,11.0,2.0,778.8203224222952
420,15.5,0.026302004,102.7332,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,13.0,1.0,1708.8615721441715
422,7.785,0.088708388,65.051,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,996.5620532425887
423,6.635,0.00632491,119.1098,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,2092.48893439759
424,17.75,0.029629236,140.1838,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,4.0,2333.1421419868593
425,12.15,0.064924087,251.204,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,14.0,3.0,3830.4886583011644
426,10.1,0.167123591,243.5512,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,3985.601024082884
427,13.35,0.017813048,77.0012,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,1291.424525088787
429,21.1,0.161370557,64.0168,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,936.8235226692409
430,6.305,0.123617286,93.5436,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1170.4601493625082
431,6.63,0.104021582,164.85,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,2653.7841201688984
433,7.26,0.01441152,118.415,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,1956.117777760861
434,9.5,0.010961524,184.4608,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,4.0,2791.013259340331
437,7.365,0.159834724,92.512,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1423.3618592124117
439,17.2,0.012061003,166.4184,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,4.0,2470.5905363460965
441,21.2,0.0,176.137,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2934.776810456455
442,6.785,0.042047755,44.6112,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,2.0,769.9769944857567
443,13.6,0.049791265,108.7912,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,1462.4419891221255
444,8.85,0.054086343,182.2292,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,2653.333992271739
445,15.6,0.035476594,112.4518,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,2.0,1865.3582114633136
446,16.75,0.060534179,169.4106,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,2850.5514593144594
447,14.15,0.034874689,242.2828,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3953.9303250076196
449,6.575,0.075815345,144.6444,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2044.2085343814356
452,20.7,0.169808455,183.4266,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,2862.0186159060827
455,18.6,0.152029528,99.3358,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,13.0,2.0,1639.2939147172997
457,10.3,0.011124197,87.454,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1541.9160288462494
458,20.25,0.018834342,222.3772,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,3707.0350536912288
459,16.7,0.0,99.6384,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,1695.6205361644606
460,7.315,0.015289106,151.134,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2496.5078355433893
462,9.42,0.0,61.3194,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,10.0,1.0,1095.9718559280645
463,6.135,0.079650513,150.1366,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,15.0,2.0,2176.6437091526986
468,12.6,0.073858923,253.2356,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4164.345414533971
470,15.7,0.0,250.6724,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,4167.954252713342
471,19.7,0.041908424,109.5912,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1453.4389538286755
472,12.15,0.058377105,160.6552,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,8.0,1.0,2659.994958548355
476,15.5,0.100765839,196.0768,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3169.885750138969
477,11.3,0.007291207,196.8426,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,3313.488647219999
481,8.6,0.06969924,92.6146,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1203.441621006325
483,7.475,0.148751515,241.8854,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0,4.0,3950.537021877543
486,12.1,0.115052659,222.6114,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3628.5651316331173
489,6.775,0.105245865,81.925,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,1285.0486586652041
490,6.965,0.028664878,159.0604,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,2303.0738523110626
491,17.5,0.026142114,256.3356,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,4200.032592008034
493,11.65,0.075786047,85.3908,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,4.0,1385.629555570752
496,16.6,0.102967068,118.8466,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1965.4583338411207
498,17.7,0.087945039,183.3292,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0,4.0,3017.1811899390964
499,16.25,0.048934817,153.0682,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,13.0,2.0,2551.893576515577
500,11.6,0.040945898,142.9154,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,2301.2540825737133
502,10.395,0.029861927,86.6514,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1446.58794580027
504,7.35,0.028589521,42.0454,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,776.2271827587647
505,8.8,0.071720362,210.6612,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,3157.842077377027
507,10.0,0.099649694,113.7544,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1792.8633791715724
510,19.85,0.176712457,222.9772,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,9.0,2.0,3243.7057191297486
514,5.735,0.05704978,175.037,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,2900.048778929085
517,7.35,0.014362412,241.1512,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,2.0,4119.767139278672
521,7.935,0.017226149,48.635,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,490.35081792311803
522,17.25,0.107041738,41.2822,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,565.3377638006459
523,8.26,0.03249201,124.773,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2093.297947096302
526,6.52,0.044598726,167.7842,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,4.0,2857.547748390222
529,13.5,0.021492339,179.6976,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,13.0,1.0,3091.4254369169216
532,21.35,0.077729209,97.0094,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,14.0,1.0,1665.7970018323208
537,20.6,0.030557961,210.2244,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,3513.475853022733
540,15.1,0.095306027,157.1604,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,2.0,2560.561386559051
542,15.35,0.074731622,87.883,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,1464.7690761198714
544,12.0,0.104392185,258.8278,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,2.0,4243.939837802045
546,9.195,0.117963418,161.1578,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,2.0,2291.9408245593645
548,18.85,0.138305372,251.1724,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,13.0,1.0,4074.0237034601664
549,14.85,0.0,261.691,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,4379.243645264709
551,6.13,0.028297924,107.1912,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,10.0,1.0,1790.351961447323
554,18.25,0.06049406,163.9526,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,3.0,2347.0740423087386
555,17.35,0.056146632,99.5016,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,1.0,1305.0880071619044
558,6.52,0.044676513,167.6842,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,8.0,2.0,2795.3693507463645
559,13.65,0.073025792,198.6426,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,3287.2013022179813
561,16.0,0.115772125,58.9246,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,13.0,3.0,956.2016193754021
562,10.6,0.057027285,232.3642,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,3487.717169650575
563,20.85,0.0,193.8452,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3194.4052023919025
564,7.42,0.025780862,187.0872,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,3142.821268100058
565,14.35,0.090837986,232.7984,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,3.0,3829.0319346244955
568,7.97,0.02156897,106.4596,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1791.6614358106121
569,5.0,0.0,188.353,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,3136.961555421584
571,9.0,0.085883187,167.4816,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,4.0,2727.608710518966
572,6.765,0.087615564,104.3306,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1393.1884231468289
573,4.555,0.034497126,110.3544,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,1.0,1541.3680303988244
579,10.195,0.159906706,141.7154,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,2317.36025889213
587,6.715,0.121586376,40.0454,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,556.4456452715813
588,14.1,0.066875983,198.8084,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,3251.3779314605267
590,5.695,0.065535324,258.5646,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,4242.724351128334
595,9.395,0.109005584,43.3112,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,4.0,672.7730502415998
597,16.25,0.057348328,123.2046,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1979.6804547763586
599,20.2,0.039407615,156.563,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,2.0,2264.490964943266
602,17.6,0.105306199,164.3868,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,14.0,1.0,2354.338420957173
603,17.6,0.07624018,113.1202,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,14.0,3.0,1890.2973522584743
606,17.85,0.046569711,125.6388,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,2.0,2082.643460316521
607,17.35,0.04146639,90.9804,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1608.3506284519767
608,18.6,0.171476879,47.0376,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,13.0,3.0,653.645584538489
611,7.655,0.031944868,116.1492,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,2.0,1887.093711789636
612,11.8,0.107493292,220.4772,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,3301.297445967439
613,18.2,0.026170661,241.1196,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,4.0,3683.1056529078337
614,20.7,0.039213146,150.7366,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,1.0,2471.708899302281
616,16.35,0.017019624,94.541,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,1576.8334189231937
617,14.1,0.113443531,53.0956,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,817.0144139625259
623,8.895,0.137530409,162.5236,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,3.0,2626.8667927181227
624,17.5,0.098056243,175.7738,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,2866.791056392352
625,15.1,0.099775148,142.9786,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9.0,1.0,2331.7591201348987
626,20.5,0.032902177,39.7822,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,4.0,307.75132930769314
628,20.25,0.102883628,93.412,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1493.5973735273242
629,7.105,0.044800289,58.0562,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,1028.6903892055175
631,11.5,0.0,110.5254,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,13.0,1.0,1865.2093779902598
633,8.155,0.033607569,74.2354,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1251.138618505996
634,5.175,0.0375513,84.1224,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,4.0,1083.2686771209874
636,7.85,0.162844648,143.2444,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,2244.626886922827
639,18.75,0.034447102,212.5218,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,4.0,3185.7764813524886
640,14.65,0.171012056,57.1614,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,2.0,485.6472689865791
641,10.8,0.061050536,151.9024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,2476.2395244256445
643,18.35,0.092209315,183.4266,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,3076.7242360782025
647,11.85,0.050163021,163.1526,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,2746.9151297147578
648,12.15,0.0,65.1826,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,14.0,1.0,1093.3061078809192
651,9.6,0.02733844,258.1304,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,4389.595639970463
652,7.535,0.0,120.244,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1721.7842022175578
653,12.6,0.082738167,173.5054,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,4.0,2919.9715461460924
654,12.6,0.031583781,172.8764,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,10.0,3.0,2911.569554287427
655,17.75,0.097710924,241.9196,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,3885.4339956364106
656,15.0,0.0,45.906,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,3.0,780.8641909145654
660,5.44,0.017088476,176.837,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,2981.6579128650105
662,9.895,0.167691399,236.4564,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,4.0,3795.4215801434934
663,12.85,0.108192641,231.2642,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,3.0,3731.3984055330734
664,10.6,0.011079996,42.2454,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,734.6777680030632
666,16.35,0.032532744,166.3842,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2835.7123304746115
667,11.15,0.056932641,106.4622,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,1730.8989048790208
668,18.25,0.060248633,165.2526,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2659.7839790703206
671,10.8,0.04992156,246.0144,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,3.0,3744.5710840353345
672,20.75,0.129229963,240.088,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,3885.2311787403783
673,11.5,0.174222894,129.4652,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,3.0,1694.6724522446248
676,17.6,0.049027044,112.6176,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,3.0,1840.0438536161728
677,9.8,0.045451204,36.2874,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,1.0,307.0833028897264
678,10.85,0.028724484,116.0808,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1938.233812786612
679,16.6,0.122125769,174.4738,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,2791.443302844003
680,7.905,0.055072409,109.1254,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1790.2738919628441
682,12.6,0.064098602,123.5414,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2102.883020358244
684,20.0,0.060145056,167.1132,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2431.181591250996
686,10.895,0.009621861,123.073,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,13.0,1.0,2066.107926867685
687,18.7,0.091501713,182.6292,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,2957.9783761085814
691,17.7,0.0,80.0276,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,8.0,3.0,1449.5877013786453
693,20.1,0.014961062,141.5154,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0,4.0,2381.5819229614194
695,6.55,0.024525828,104.0332,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,1689.2178239397035
698,15.6,0.025195384,176.8054,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,3005.263413396188
700,5.905,0.045652243,221.0456,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3592.188585168756
701,7.26,0.014420795,116.215,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,4.0,2043.7573780589664
702,12.3,0.069567714,106.0938,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,14.0,2.0,1766.317769835283
